fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	seed	max_depth	min_gain_to_split	lambda_l1	lambda_l2	max_bin	num_iterations	force_row_wise	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	prob_corte	ganancia
20210919 220505	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	292	TRUE	0.01240171914245	0.518758767880499	1125	475	0.0202774991922779	12611250
20210919 220603	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	39	TRUE	0.0659462017940823	0.995805831085891	283	942	0.0303964076247648	10791250
20210919 220702	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	268	TRUE	0.0265975653176429	0.224192706411704	4448	418	0.0312472276341869	12088750
20210919 220723	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	54	TRUE	0.0935921719950857	0.627779063787311	417	64	0.0296350772051956	11156250
20210919 220753	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	172	TRUE	0.0586425773641095	0.813397769676522	6816	861	0.0249761094389833	12498750
20210919 220939	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	549	TRUE	0.0141668175330418	0.673855007718866	4507	461	0.0209835451101517	12580000
20210919 221016	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	101	TRUE	0.0529090904820904	0.423910186043096	3651	611	0.0216700880993539	12176250
20210919 221306	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	1001	TRUE	0.0103590251310984	0.765084545443927	4259	218	0.027838232331496	12437500
20210919 221424	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	320	TRUE	0.0222797220864536	0.726997499595436	2340	262	0.0254746356075504	12658750
20210919 221514	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	191	TRUE	0.041864787132356	0.408195333431783	4766	46	0.027573501707207	12583750
20210919 221627	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	298	TRUE	0.0350698482408031	0.49034960145849	5159	718	0.028076138528544	12763750
20210919 221744	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	390	TRUE	0.0279902845058957	0.264103885945636	3714	579	0.0282225295914946	12787500
20210919 221957	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	532	TRUE	0.0132181184606167	0.387822557906027	4381	1019	0.0272083101768388	12558750
20210919 222058	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	213	TRUE	0.0361133447817045	0.475835467417002	4807	939	0.0251632192977375	12891250
20210919 222125	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	69	TRUE	0.0727475951694027	0.913458555193361	1929	175	0.0204687095750462	12331250
20210919 222204	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	147	TRUE	0.0352522919020631	0.787385089231482	4043	495	0.028187339866675	12261250
20210919 222335	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	485	TRUE	0.0345255317331628	0.349128777795606	3759	807	0.0246191766339618	12735000
20210919 222540	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	483	TRUE	0.0194780746758496	0.499706247043705	3078	190	0.0281905693301043	12863750
20210919 222713	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	314	TRUE	0.0318134081225382	0.396909044450184	4374	592	0.0269492118487292	13065000
20210919 222757	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	143	TRUE	0.0363717881620067	0.363059160683315	5610	535	0.0267398974525732	12477500
20210919 222902	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	240	TRUE	0.0301995434922173	0.440560172559321	4212	842	0.0277178295243776	12686250
20210919 223008	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	284	TRUE	0.0332383982824894	0.390043478241254	4304	77	0.026935983399941	12842500
20210919 223119	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	355	TRUE	0.033148273394479	0.278359901429995	4404	842	0.0273033833814006	12716250
20210919 223228	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	272	TRUE	0.0384382079049738	0.450775649275584	4348	673	0.0242019720180036	12816250
20210919 223414	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	455	TRUE	0.016882233814342	0.631698600099171	2893	453	0.0266088223633388	12608750
20210919 223544	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	442	TRUE	0.0200894924294474	0.694384282968235	3740	130	0.0292566821897275	12741250
20210919 223715	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	452	TRUE	0.0320966027936195	0.423876765637009	4692	446	0.0225920115608071	12540000
20210919 223756	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	107	TRUE	0.0586910703034702	0.467782280160661	6356	881	0.0236576583161696	12291250
20210919 223829	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	115	TRUE	0.0646085104246941	0.344904320394352	4485	630	0.0256456304467432	12430000
20210919 223934	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	291	TRUE	0.0386571395162272	0.404818807761078	4362	615	0.0263527383873975	12626250
20210919 224034	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	163	TRUE	0.031417223571856	0.448251824322715	2045	572	0.0277397423262092	12678750
20210919 224150	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	336	TRUE	0.0332365144060167	0.402033125314156	4602	624	0.0294058028636024	12465000
20210919 224303	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	324	TRUE	0.0336519352382247	0.442759339174291	4660	620	0.0263915971928946	12780000
20210919 224422	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	415	TRUE	0.0289779278031974	0.333580030742446	6808	613	0.0270030144667672	12642500
20210919 224605	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	399	TRUE	0.0332292835284548	0.386785906425191	5228	618	0.0273196035034009	13112500
20210919 224724	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	394	TRUE	0.0226352964851781	0.610922864827517	5225	588	0.026172627626555	12650000
20210919 224810	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	153	TRUE	0.0401383077382053	0.417977725133365	5653	884	0.024893443480151	12651250
20210919 224929	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	457	TRUE	0.0207961163675577	0.67626386902572	5002	266	0.0276544733302781	12672500
20210919 225025	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	212	TRUE	0.0329509194618056	0.393173680045724	4851	500	0.0272672672925384	12930000
20210919 225141	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	369	TRUE	0.0346930450477752	0.396578436642012	4682	625	0.0274818933843778	12515000
20210919 225315	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	451	TRUE	0.0312389637190464	0.383132182176497	3764	616	0.0261559624953956	12840000
20210919 225343	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	95	TRUE	0.0692858047980326	0.854178932636976	2855	379	0.0266075087671564	12385000
20210919 225416	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	109	TRUE	0.0555293210314657	0.813282710661367	2836	625	0.0299392851100047	12648750
20210919 225455	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	157	TRUE	0.0344099953725422	0.823970083740167	4676	985	0.0221105750691937	12363750
20210919 225529	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	36	TRUE	0.0987679609381594	0.286900592269935	197	494	0.0256677225240984	9770000
20210919 225634	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	245	TRUE	0.0325476059153554	0.345454117654077	2216	647	0.0265899617524281	12883750
20210919 225735	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	270	TRUE	0.0326223712872001	0.393782304532763	7004	671	0.026412657498618	12456250
20210919 225845	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	94	TRUE	0.0317728102213274	0.376565459061103	465	644	0.0275001365963405	11250000
20210919 230007	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	392	TRUE	0.0319850905555887	0.427921784250392	5388	522	0.0269129454674249	12846250
20210919 230034	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	58	TRUE	0.0767233429901418	0.568869321161136	781	62	0.0309177999723004	12243750
20210919 230059	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	103	TRUE	0.0755102686187998	0.860804566703364	4992	466	0.026035272470382	12791250
20210919 230123	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	53	TRUE	0.0833212434884929	0.72108295749668	1989	394	0.0259045116900618	12631250
20210919 230155	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	111	TRUE	0.0701385423243232	0.906130846305564	2406	976	0.0242227758795337	12461250
20210919 230314	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	279	TRUE	0.0268888991091936	0.400444220860861	2553	828	0.0222751285035454	12515000
20210919 230414	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	290	TRUE	0.0558791175297205	0.519151765861735	7999	251	0.0309564446664962	11998750
20210919 230541	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	204	TRUE	0.0171162226454751	0.930587367911823	1351	200	0.0336504348446603	11872500
20210919 230615	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	142	TRUE	0.0442318571135914	0.833419497909956	4658	195	0.022070688945977	12647500
20210919 230642	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	107	TRUE	0.0516551322213933	0.814425900406391	6045	82	0.0235067153927404	12637500
20210919 230713	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	76	TRUE	0.0975275223617209	0.472498063457385	1828	488	0.025443794294633	11758750
20210919 230742	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	132	TRUE	0.0837577641137247	0.248017676580139	5832	987	0.0245686178354034	12202500
20210919 230841	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	237	TRUE	0.0237965446131537	0.637599907097593	3833	114	0.0216810485948238	12850000
20210919 230947	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	236	TRUE	0.0252202220040211	0.824390492110699	2107	354	0.0265411352166906	12392500
20210919 231008	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	83	TRUE	0.0957176546652522	0.978357650551014	5314	136	0.0227828969232924	12118750
20210919 231049	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	193	TRUE	0.0502072463573655	0.30608736961633	7028	749	0.0327028979547543	11741250
20210919 231117	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	57	TRUE	0.0954210019825865	0.680640508602932	1247	626	0.0302176891079568	11741250
20210919 231345	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	191	TRUE	0.0160617283151508	0.909567551709525	445	876	0.0234093438030814	12311250
20210919 231532	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	493	TRUE	0.0204180441010813	0.384144307334162	4954	961	0.0205455239385413	12852500
20210919 231558	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	73	TRUE	0.0944971918150131	0.870422241801023	2277	702	0.0239417777849489	12417500
20210919 231715	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	373	TRUE	0.0245534443508135	0.295135090184398	4594	116	0.0272041003799532	12593750
20210919 231810	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	87	TRUE	0.0353884400157444	0.96321204497423	674	212	0.0262521571029094	12058750
20210919 231847	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	73	TRUE	0.0484065706396801	0.82831017903313	1415	864	0.0339890452109499	11646250
20210919 231917	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	164	TRUE	0.0522994279980986	0.668639420909621	7431	358	0.0334659487978218	12241250
20210919 231944	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	87	TRUE	0.0918031421947316	0.793275456119701	2219	426	0.0211975022717251	12643750
20210919 232025	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	140	TRUE	0.06416880195793	0.565149884207547	3316	541	0.0324005801027012	12465000
20210919 232118	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	257	TRUE	0.0573736101630121	0.311901483498327	3408	933	0.0273554097361094	12298750
20210919 232156	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	142	TRUE	0.0524066613784386	0.334414836968109	4274	415	0.0221787281757698	12583750
20210919 232241	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	266	TRUE	0.0443593725338276	0.928908262059651	5373	913	0.02917591811992	12526250
20210919 232307	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	88	TRUE	0.0734269159166329	0.787835286670737	3490	222	0.0297764978812845	12556250
20210919 232340	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	106	TRUE	0.069652816011596	0.479188524737768	4908	815	0.0246693647234107	12500000
20210919 232607	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	650	TRUE	0.0126450217496231	0.616708294886164	2708	462	0.027619201504183	13080000
20210919 232638	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	160	TRUE	0.0940917510311771	0.208850241453387	7594	357	0.0324684045794513	11748750
20210919 232907	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	821	TRUE	0.0131256999273482	0.317636200563982	6947	706	0.030414660390655	12171250
20210919 232931	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	108	TRUE	0.0603944883918949	0.904417840331234	7966	951	0.0288013972197473	11920000
20210919 233032	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	45	TRUE	0.0578374312539538	0.790674999677017	164	648	0.0262042066733039	9408750
20210919 233142	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	328	TRUE	0.0314633939641455	0.362049255227377	5274	688	0.0252888996292122	12631250
20210919 233305	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	406	TRUE	0.0290851773664059	0.388725013028171	5336	774	0.0245965364425088	12840000
20210919 233416	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	294	TRUE	0.0360168670857626	0.468644956560367	3914	410	0.0272176525456626	12941250
20210919 233647	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	568	TRUE	0.0118639463394347	0.587758928524528	2823	320	0.0279419000451591	12680000
20210919 233808	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	380	TRUE	0.0309386483309689	0.386689831880073	5335	225	0.027287601388727	12640000
20210919 234048	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	674	TRUE	0.0107731447788266	0.390903453551466	4217	487	0.0220770455627978	12747500
20210919 234144	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	203	TRUE	0.0324107097384238	0.315033693102975	3049	486	0.0269570275475585	12535000
20210919 234413	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	737	TRUE	0.0119205332575081	0.620558164385357	3655	218	0.0278086602170518	12703750
20210919 234519	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	274	TRUE	0.0385533445680042	0.448418522910751	4125	342	0.0295690130048315	12862500
20210919 234815	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	666	TRUE	0.0120791674379363	0.60877730639102	1768	465	0.028283598878073	12703750
20210919 234937	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	299	TRUE	0.0214369618884727	0.397263210793131	4201	452	0.0265294795895947	12696250
20210919 235006	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	105	TRUE	0.0489005996934278	0.753452000488155	5041	570	0.0344996821900178	12140000
20210919 235044	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	134	TRUE	0.0465542930273362	0.635429879667982	3043	306	0.0228876167044998	12331250
20210919 235145	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	88	TRUE	0.0463330893850094	0.431898352733068	459	531	0.0279377223574859	12063750
20210919 235216	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	151	TRUE	0.0663972196635907	0.949191049719229	4733	650	0.0281301965372521	12652500
20210919 235253	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	116	TRUE	0.0772879811004014	0.633950061844848	1703	1018	0.0261886432567833	12156250
20210919 235348	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	153	TRUE	0.044557817103283	0.503614770749025	1778	807	0.0225782558717323	12506250
20210919 235543	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	546	TRUE	0.0179126936986018	0.55964277788233	6725	517	0.0200205454979138	12201250
20210919 235608	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	75	TRUE	0.0904839958261419	0.844312096213363	2262	703	0.0300179567233578	12005000
20210919 235649	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	207	TRUE	0.0632824869045941	0.213512907479517	3927	612	0.0291039094499231	12483750
20210919 235714	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	82	TRUE	0.0989964311645925	0.369134190022759	5241	717	0.0301007371945679	11967500
20210919 235747	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	76	TRUE	0.0732653165644547	0.894979837567546	1353	438	0.0264887806294637	12543750
20210919 235823	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	21	TRUE	0.092013051039034	0.553213196828403	113	475	0.0310198113350151	7750000
20210920 000111	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	880	TRUE	0.0132580541331179	0.815207187852633	2547	488	0.0241361176383408	12502500
20210920 000212	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	304	TRUE	0.0355749333584076	0.265559449926454	4253	309	0.0238173184992474	12861250
20210920 000321	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	301	TRUE	0.0332714057223009	0.441221208432637	5587	178	0.0261731215349139	12802500
20210920 000409	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	234	TRUE	0.039438828708951	0.23706416675081	5694	646	0.0277874153928503	12502500
20210920 000544	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	301	TRUE	0.0194255481424412	0.537376004409999	3131	602	0.0277208414863238	12697500
20210920 000703	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	402	TRUE	0.0322540797053989	0.374088480496646	5390	915	0.0271555328857681	12938750
20210920 000753	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	214	TRUE	0.0366771649468172	0.245803838835632	3669	163	0.0277701840408743	12571250
20210920 000835	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	262	TRUE	0.0390279631277883	0.61189032861506	1769	16	0.0306963481129215	12273750
20210920 000942	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	418	TRUE	0.0331640912697089	0.937747107998593	5364	593	0.0272551736647307	12697500
20210920 001108	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	379	TRUE	0.0200029544992722	0.744487069622411	2614	289	0.0286446379320813	12612500
20210920 001348	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	597	TRUE	0.012930945521245	0.527939779145023	3090	607	0.0292526824996631	12453750
20210920 001556	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	590	TRUE	0.0126494287752187	0.710659464944375	2850	375	0.0273620823098738	12968750
20210920 001627	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	124	TRUE	0.0555084256903076	0.835358605977526	4402	510	0.0286267639698388	12217500
20210920 001709	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	205	TRUE	0.0475113032386839	0.859089682688561	3880	216	0.0297434729236555	12198750
20210920 001834	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	485	TRUE	0.0343564685829631	0.400196854094598	3020	22	0.0259236411093289	12736250
20210920 001902	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	67	TRUE	0.0909131466042015	0.995176941410355	1546	222	0.0276059645646989	12133750
20210920 001952	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	174	TRUE	0.0342496240853767	0.605290954276948	4821	173	0.0245440944322499	12765000
20210920 002053	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	282	TRUE	0.038920341239936	0.382954668659437	5374	569	0.0234524006741137	12945000
20210920 002403	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	881	TRUE	0.0104951744038826	0.616156180024182	2711	745	0.0228495082387978	12807500
20210920 002506	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	261	TRUE	0.0407665649515083	0.342075687275112	2436	746	0.0221691860545358	12626250
20210920 002556	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	253	TRUE	0.0333207879676545	0.662041489788448	5166	709	0.0238365296004164	12698750
20210920 002639	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	215	TRUE	0.0435477913595748	0.204764895704724	5607	475	0.0228606287222545	12577500
20210920 002738	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	271	TRUE	0.035769145186655	0.606635626647427	4438	346	0.0257061492027466	12538750
20210920 002806	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	106	TRUE	0.0794907537325528	0.807231047688631	3368	288	0.0254324396353832	12761250
20210920 002915	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	262	TRUE	0.026516600839754	0.431105886696116	5286	662	0.0272463012099994	12652500
20210920 003000	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	192	TRUE	0.0633728839967867	0.484936694539036	2034	18	0.0236844757260878	13091250
20210920 003035	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	177	TRUE	0.0743169423233892	0.582469970952325	2306	17	0.0229504181760236	12730000
20210920 003139	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	269	TRUE	0.031958148215499	0.497476921203057	2652	22	0.0219432387962644	12760000
20210920 003219	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	173	TRUE	0.0675092955584257	0.512009450392844	2115	18	0.0233547535319069	12841250
20210920 003304	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	237	TRUE	0.060779140927897	0.441993535171833	1543	16	0.0273587856841583	12876250
20210920 003350	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	153	TRUE	0.0661308713656101	0.459744912757515	2186	127	0.0248334975913949	12260000
20210920 003419	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	77	TRUE	0.0606510467852083	0.495799516352685	1522	17	0.0246058658160252	12367500
20210920 003511	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	199	TRUE	0.0630512465708084	0.489931877262495	2929	53	0.0216821812845486	12501250
20210920 003633	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	256	TRUE	0.0251163832532615	0.50198742405629	2604	630	0.0245841920536064	12603750
20210920 003811	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	473	TRUE	0.01602294772269	0.723640963644255	3499	498	0.0242752670937143	12937500
20210920 003938	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	386	TRUE	0.0323757705590548	0.448407434487388	3474	134	0.0267055888385387	12726250
