fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	seed	max_depth	min_gain_to_split	lambda_l1	lambda_l2	max_bin	num_iterations	force_row_wise	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	prob_corte	iteracion_bayesiana	ganancia
20210927 110758	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	162	TRUE	0.0431290055887587	0.113266044360586	4025	716	0.0495420128558797	41	13201250
20210927 110847	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	191	TRUE	0.0487054878046084	0.165035752647091	2835	165	0.041764620742338	42	13841250
20210927 110925	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	114	TRUE	0.0415162052139174	0.250959110533167	6337	176	0.0443813409575901	43	13258750
20210927 111024	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	181	TRUE	0.0389062884127814	0.319905800063117	4493	971	0.0510444244034973	44	13575000
20210927 111108	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	81	TRUE	0.0482902412765287	0.380585049841693	1966	327	0.0513221047390229	45	12735000
20210927 111215	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	202	TRUE	0.0507136843457445	0.34919594908217	5482	416	0.0459849967107456	46	13262500
20210927 111315	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	179	TRUE	0.040876405337962	0.354036896839338	4344	613	0.0515141729592148	47	13568750
20210927 111414	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	265	TRUE	0.024689241234893	0.10733393628723	2036	691	0.0472465832690126	48	13305000
20210927 111523	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	280	TRUE	0.0343156245138776	0.181202687871014	3728	806	0.0536480731945508	49	13942500
20210927 111606	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	98	TRUE	0.0575452237354498	0.362951068582083	7147	768	0.0462767185677786	50	13285000
20210927 111651	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	209	TRUE	0.0449140423418954	0.142139673411683	6752	781	0.0400089029454521	51	13216250
20210927 111806	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	253	TRUE	0.0248007475621998	0.253932834990462	2968	805	0.0424002336509712	52	14013750
20210927 111917	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	242	TRUE	0.0322401313572656	0.331597272007074	6604	340	0.0454429122604174	53	13352500
20210927 112004	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	167	TRUE	0.0426982588306908	0.16824641653928	2358	358	0.0500099814038002	54	13561250
20210927 112050	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	101	TRUE	0.0451989898534119	0.344411689389823	2412	524	0.043827748105498	55	13575000
20210927 112124	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	77	TRUE	0.0569477789729182	0.357932020959118	7762	268	0.0424417977528356	56	13386250
20210927 112238	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	261	TRUE	0.0303236232159566	0.204933976346417	2798	962	0.042635681317203	57	13923750
20210927 112346	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	308	TRUE	0.0329585188276786	0.184481219421653	5819	947	0.0460858680654853	58	13712500
20210927 112453	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	308	TRUE	0.0264336030343268	0.165521876247576	5845	292	0.0525000608042907	59	13695000
20210927 112532	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	56	TRUE	0.0592848337364849	0.28887075172253	1084	623	0.0512320512007026	60	12917500
20210927 112613	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	137	TRUE	0.0399562031990383	0.223599429848976	7897	865	0.0429763810968259	61	13257500
20210927 112645	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	116	TRUE	0.0426616546218377	0.134121307830885	4710	912	0.0428673832057486	62	13025000
20210927 112759	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	267	TRUE	0.0455021619546134	0.231516344097955	5214	378	0.0450783754633379	63	13652500
20210927 112930	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	333	TRUE	0.0245414379593823	0.306255101090623	7856	144	0.0450942579448433	64	13108750
20210927 113047	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	239	TRUE	0.0389158057716029	0.380004845047101	4191	586	0.0468368543113267	65	13860000
20210927 113137	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	137	TRUE	0.0555580552421231	0.388019923993736	6117	926	0.0475638737022155	66	13247500
20210927 113236	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	128	TRUE	0.0352774436873011	0.350821709502628	1661	605	0.0483159703241463	67	12910000
20210927 113329	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	162	TRUE	0.0537186924440227	0.273702089368948	3474	1009	0.0436442888854642	68	13865000
20210927 113433	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	238	TRUE	0.0403106564330589	0.228855523653096	3735	704	0.0444321747174102	69	13640000
20210927 113518	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	147	TRUE	0.0572020490901917	0.19858814532028	2499	201	0.0474082293068792	70	13353750
20210927 113637	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	256	TRUE	0.0539239807527047	0.379126087206556	5329	308	0.0439120284427947	71	13586250
20210927 113748	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	333	TRUE	0.030188247493403	0.171071035516704	5868	206	0.0422206550200353	72	13663750
20210927 113924	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	230	TRUE	0.0408674426675681	0.294047009907384	2993	337	0.0447670816573012	73	14235000
20210927 114024	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	160	TRUE	0.0222261429956432	0.299552444181716	3086	306	0.04475183833903	74	13173750
20210927 114115	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	194	TRUE	0.0317834640223253	0.176400647279853	3702	707	0.0546953027167125	75	13463750
20210927 114152	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	83	TRUE	0.0533632116582245	0.155110187766491	4552	698	0.0462201992469339	76	12883750
20210927 114249	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	293	TRUE	0.0211208445333503	0.105327674123412	4795	469	0.0429619938646827	77	13671250
20210927 114342	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	207	TRUE	0.0425504251965042	0.210987605964416	6242	573	0.0508132384002383	78	13263750
20210927 114440	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	198	TRUE	0.0493509975836705	0.23809476587039	3225	508	0.0490270321636088	79	13570000
20210927 114537	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	208	TRUE	0.0403266065078322	0.241672533096303	5277	167	0.053719036684616	80	13441250
20210927 114647	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	290	TRUE	0.0379027826575655	0.215355501608481	7402	573	0.0532023375775281	81	13743750
20210927 114756	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	127	TRUE	0.0301268367479183	0.358099686081358	1822	782	0.0417098442091944	82	13320000
20210927 114849	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	138	TRUE	0.0372957193118334	0.209850130977109	1223	417	0.0430518687206681	83	13730000
20210927 114939	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	126	TRUE	0.0475517750732321	0.380103207775741	3892	739	0.0434838292503881	84	13746250
20210927 115047	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	227	TRUE	0.0350702041136008	0.340760661939043	5830	122	0.0473739500901371	85	13543750
20210927 115127	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	175	TRUE	0.0384061416720785	0.115208401581179	4195	590	0.0462373644439213	86	13643750
20210927 115227	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	192	TRUE	0.0508510259744339	0.382004359933757	7380	893	0.0512731854080316	87	13302500
20210927 115326	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	195	TRUE	0.0281982324733026	0.184020832733554	1871	628	0.0496565882409422	88	13565000
20210927 115418	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	171	TRUE	0.0519619411609601	0.269632847165852	4788	724	0.0436485737355158	89	13631250
20210927 115500	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	151	TRUE	0.0294401453184895	0.131901670258539	2377	538	0.0514425297440204	90	13288750
20210927 115616	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	148	TRUE	0.0204921148659382	0.385637553373864	1373	613	0.0514898656314006	91	13273750
20210927 115658	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	130	TRUE	0.0565862122280803	0.234931204595906	5896	112	0.053373804364698	92	13261250
20210927 115815	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	294	TRUE	0.0318020155210793	0.291562323500263	7323	1013	0.0433650448668317	93	13321250
20210927 115914	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	220	TRUE	0.0295617850234359	0.167968564647692	2569	555	0.0546228334224748	94	13131250
20210927 120037	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	234	TRUE	0.0229945432740543	0.32869001429528	2439	884	0.0547551718566101	95	13356250
20210927 120143	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	216	TRUE	0.0314499954024982	0.354099100452405	6896	677	0.0412927821140294	96	13353750
20210927 120237	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	179	TRUE	0.0516870866470598	0.265856016561785	4411	277	0.0497116528444691	97	13656250
20210927 120321	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	118	TRUE	0.0586135855474044	0.323462868424109	4223	1014	0.0527091003270773	98	13432500
20210927 120408	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	129	TRUE	0.0484636911894847	0.347288326894259	5234	479	0.0512546179570467	99	13391250
20210927 120525	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	192	TRUE	0.0265553195306286	0.239355606454215	2054	541	0.0478398017044947	100	13153750
20210927 120610	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	164	TRUE	0.0471589809254557	0.210373473950918	6253	969	0.040503901048596	101	13297500
20210927 120705	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	153	TRUE	0.0421665552771557	0.346296364472574	3828	204	0.0469180640759226	102	13610000
20210927 120836	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	307	TRUE	0.034159894194752	0.366839624157385	5422	218	0.0475924757132516	103	13770000
20210927 120920	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	116	TRUE	0.0360446098182723	0.253498378619761	3177	902	0.0422103886018845	104	13215000
20210927 121004	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	96	TRUE	0.0588600091529358	0.385501649530279	2957	635	0.0544511524371419	105	13070000
20210927 121108	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	208	TRUE	0.0464550481401756	0.366449082163465	6886	272	0.0535648579956777	106	13143750
20210927 121210	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	155	TRUE	0.0269913976774924	0.337433331350889	2679	949	0.053705447848842	107	13431250
20210927 121312	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	195	TRUE	0.0258890183379035	0.185415837448556	1569	906	0.0473416736666148	108	13868750
20210927 121356	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	205	TRUE	0.0486666739905346	0.110381965078483	3247	779	0.0507886655895587	109	12567500
20210927 121501	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	154	TRUE	0.0445461344178021	0.394774156720168	1955	478	0.0511820153958921	110	12972500
20210927 121545	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	114	TRUE	0.0511679051764775	0.270767238682462	2517	456	0.042321318284882	111	13428750
20210927 121701	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	367	TRUE	0.0220050098720752	0.126742516013049	3015	565	0.0469081271189358	112	13602500
20210927 121806	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	257	TRUE	0.0336671853881143	0.192609191768756	3438	357	0.050756519983639	113	14130000
20210927 121909	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	230	TRUE	0.0484355777962506	0.255719808665663	6066	956	0.0420678605140117	114	13343750
20210927 122027	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	154	TRUE	0.025846552360421	0.392478772837203	1261	645	0.0529523672021728	115	12938750
20210927 122109	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	94	TRUE	0.053187012525443	0.3324725433724	2826	549	0.0530326051276096	116	13021250
20210927 122207	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	214	TRUE	0.0443918304806482	0.170205569973099	2093	984	0.0480201657376636	117	13451250
20210927 122321	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	229	TRUE	0.0213818630058877	0.305213305415213	3821	836	0.0402888238742948	118	13756250
20210927 122423	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	207	TRUE	0.035234930338515	0.32994869996584	7368	697	0.0502457514439931	119	13155000
20210927 122504	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	187	TRUE	0.0488252597510349	0.127071242089453	6206	232	0.0488964398579462	120	13218750
